date,best,worst
2016-02,-0.01036567687464411,-0.0724890549678821
2016-03,0.05416390798171048,0.18429816800242407
2016-04,0.03059279511595376,0.14956459628388982
2016-05,0.02301278348793856,-0.06556413469836114
2016-06,-0.02034248046635183,0.01213464822038078
2016-07,0.05745623347320359,0.030018749568844223
2016-08,0.013554092213598762,0.08067269632359966
2016-09,0.014026003055677767,0.05870910713216289
2016-10,-0.011397163969959361,-0.1480112530800397
2016-11,0.14516713532852005,0.09933353751315734
2016-12,0.06600104490265946,0.0027995124622248162
2017-01,-0.01345755286572966,0.0784583082338213
2017-02,0.034165798231950074,-0.006298964674351728
2017-03,-0.006215943369243169,-0.014809417037176895
2017-04,0.02082599180183023,-0.059498824202455565
2017-05,-0.01420254635231685,-0.10394296825048512
2017-06,0.05232242034777297,0.09968735341448337
2017-07,-0.009693218807515221,-0.04041604280471801
2017-08,-0.0030735658777120934,-0.046097637615166595
2017-09,0.05891622451716101,0.14824897512677124
2017-10,0.012306243615603302,-0.042660201834514716
2017-11,0.02097250337566946,0.024656883890274914
2017-12,-0.009487513162166566,0.03351198229938746
2018-01,0.02473918403178685,0.044892069281777365
2018-02,-0.02830778755647996,-0.0612556287323241
2018-03,0.02430637556884901,-0.029644596343277943
2018-04,0.0015922767997835687,0.012798868458485237
2018-05,0.034581008768185366,0.05961246301420032
2018-06,-0.0005846747866598879,-0.03082844357995781
2018-07,0.020104415070527463,-0.05108700931712518
2018-08,0.028888059791279366,0.0035021714749746053
2018-09,-0.04059801843905004,-0.02896484817261806
2018-10,-0.07170288238936333,-0.1378786665899679
2018-11,0.013890096485556553,-0.060925094016420184
2018-12,-0.10194925780873743,-0.23447202275870946
2019-01,0.07433341491065218,0.2468440665164962
2019-02,0.054605816492112325,0.04098947474936722
2019-03,-0.04974947309594424,0.0491453314991668
2019-04,0.044040690597612384,-0.026436212011612947
2019-05,-0.0491751000381191,-0.13876248047803527
2019-06,0.05043448419302874,0.0062730897532310296
2019-07,0.01232420752639881,-0.06538069866248405
2019-08,-0.05087147500365969,-0.0775733392848633
2019-09,0.03923623392009173,0.03481014516786672
2019-10,0.019328762055956742,-0.04775647930626291
2019-11,0.02940978152095337,0.05014410607880564
2019-12,0.029827026957354952,0.13977863881504163
2020-01,-0.049501467081250014,-0.01641506020911037
2020-02,-0.09827780108651492,-0.059237405158055464
2020-03,-0.24543517805635925,-0.2988321755087236
2020-04,0.09541374829073901,0.49414012395427565
2020-05,-0.007685122794355253,0.10083534140612756
2020-06,0.030001563994800348,0.19363847289176192
2020-07,-0.0319709232070454,0.07026695013977587
2020-08,0.03820706422935471,-0.022173120356746942
2020-09,-0.041934215020155506,-0.07025510970968751
2020-10,0.07309033078898207,-0.04065299935813527
2020-11,0.1339521964732557,0.3775935894600116
2020-12,0.0695326024969108,0.1364995704020839
2021-01,0.0068136603321181585,0.3512703064549714
2021-02,0.10942013319465328,0.16865549729787743
2021-03,0.07611728600924832,-0.021866517172384182
2021-04,0.02530846055291475,0.033327248331042954
2021-05,0.037956268744310344,0.00880318274430466
2021-06,-0.01608512421167686,0.06773277373693416
2021-07,0.004147291357367077,-0.13992921142140402
2021-08,0.03904481641751826,-0.0022762974945362557
2021-09,0.012347397585399435,-0.028263897326542047
2021-10,0.04177941481553714,0.006798977922881033
2021-11,-0.011743061699380617,-0.12402776211965827
2021-12,0.044018768800888175,-0.03671267060097306
2022-01,0.00133062311164394,-0.08960010520255307
2022-02,0.0022862589888973162,0.016015806716168302
2022-03,-0.02000660991179755,0.0814019356132485
